id,name,text,trans
0000000000000,？？？,ふんふーん♪　ふふふーん♪,哼哼♪ 哼哼哼♪
0000000000000,？？？,あ、やっと泣きやんでくれた。,啊，终于不哭了。
0000000000000,？？？,え？　もっとお歌を歌って？\nふふ……いいよ。,咦？还想听我唱歌？\n呵呵……好啊。
0000000000000,？？？,<em\=>きみが笑ってくれるまで</em>、\nお姉さんがお歌を歌ってあげる。,<em>直到你露出笑容为止</em>，\n姐姐都会为你唱歌的。
0000000000000,莉波,……――,……——
0000000000000,莉波の妹,お姉ちゃーん。スイカ食べるー？,姐姐——要吃西瓜吗？
0000000000000,莉波,うん……ありがと。\nでも、もうすぐお昼ご飯だから。,嗯……谢谢。\n不过马上就到午饭时间了。
0000000000000,莉波,汐莉ちゃんは、なに食べたい？\n私の作れるので。,汐莉想吃什么？\n我会做的都可以。
0000000000000,莉波の妹,うーん……ピザかなー。,嗯——披萨吧。
0000000000000,莉波,ピザは作れないよ。\nあ、トーストのやつでいい？,披萨我可不会做哦。\n啊，吐司披萨可以吗？
0000000000000,莉波の妹,違うよー。ピザを注文するの。\nお姉ちゃんは休んでてよ。,不是啦——是点外卖披萨。\n姐姐好好休息嘛。
0000000000000,莉波,汐莉ちゃん。小学生が、\n変な気を回さなくていいの。,汐莉。小学生不需要\n想这些复杂的事。
0000000000000,莉波,それに……何かしてたほうが、\n気がまぎれるんだ。,而且……做点事情\n反而能分散注意力。
0000000000000,莉波の妹,お姉ちゃん……,姐姐……
0000000000000,父,莉波。心配かけてすまなかった。\n大事なライブのときに――,莉波。抱歉让你担心了。\n在重要演出的时候——
0000000000000,莉波,ううん。ライブはまたあるし、\nぜんっぜん、大丈夫だよ。,没事的。演出还会再有，\n完全——没关系的。
0000000000000,母,経過を観るから、\n1週間は安静にって。,医生说需要观察病情发展，\n这一周都要静养。
0000000000000,母,お母さん、しばらく\n病院に通うことになるから――,妈妈暂时要\n经常去医院复查——
0000000000000,莉波,うん、大丈夫。家のことと、\n汐莉のことは私に任せて。,嗯，没问题。家里的事，\n还有汐莉就交给我吧。
0000000000000,莉波,……――,……——
0000000000000,莉波の妹,お姉ちゃん。アイドルの学校って、\nどんな授業があるの？,姐姐。偶像的学校里，\n都有些什么课程呀？
0000000000000,莉波,普通の授業のあとに、\nレッスンの時間があるんだよ。,普通课程结束后，\n还有训练时间哦。
0000000000000,莉波の妹,レッスンって、どんなことするの？,训练都做些什么呢？
0000000000000,莉波,うーん。歌を歌ったり、\nステップの練習とか、いろいろ。,嗯——比如唱歌、\n舞步练习之类的，有很多种。
0000000000000,莉波の妹,へー。なんか、楽しそーだなー。,嘿——听起来好像挺有意思的嘛。
0000000000000,莉波,毎日だと、けっこうキツいんだよ。\nすぐ足が痛くなるし――,每天这样的话其实挺辛苦的。\n脚很快就会疼起来——
0000000000000,莉波,（……レッスン、休んじゃった）,（……训练，我请假没去）
0000000000000,莉波,（最近は、ほとんど毎日、\n追い込みレッスンしてたから）,（因为最近几乎每天\n都在进行强化训练）
0000000000000,莉波,……――,……——
0000000000000,莉波,……メッセージ、溜まっちゃってる。,……消息积攒了好多。
0000000000000,莉波,生徒会のお仕事、大丈夫かな……,学生会的工作，没问题吧……
0000000000000,麻央,『お父さんは大丈夫かい？　\n授業のノート、あとで送るよ』,『爸爸那边还好吗？\n课堂笔记我待会儿发给你』
0000000000000,莉波,麻央……,麻央……
0000000000000,星南,『ご家族が大変だったわね』,『你家人遇到这种事真不容易呢』
0000000000000,星南,『生徒会の仕事は私たちに任せて、\n体と心をしっかり休めてちょうだい』,『学生会的工作就交给我们，\n请你好好休息养好身心』
0000000000000,千奈,『莉波お姉さまの分のお仕事は、\nわたくしがしっかり引き継ぎますわ』,『莉波姐姐的工作，\n我会好好接手的』
0000000000000,莉波,星南会長、千奈ちゃん……,星南会长、千奈同学……
0000000000000,莉波の妹,……お姉ちゃん？\nいま、玄関鳴らなかった？,……姐姐？\n刚才是不是门铃响了？
0000000000000,莉波,……え？,……诶？
0000000000000,莉波,ほんとだ。荷物かな……？,真的诶。是快递吗……？
0000000000000,莉波,どなたですかー……って、,是哪位啊——……咦、
0000000000000,莉波,――ええっ、\n{user}くん！？,——诶诶，\n{user}！？
0000000000000,{user},遅くなってすみません。,抱歉来迟了。
0000000000000,{user},飛行機のチケットが、\nなかなか手配できず……,飞机的票\n一直很难订到……
0000000000000,莉波,こ、こんな田舎までわざわざ！？,居、居然特意跑到这种乡下地方！？
0000000000000,{user},――当然です。\nあなたのプロデューサーなので。,——这是当然的。\n因为我是你的制作人啊。
0000000000000,莉波の妹,えっと、お姉ちゃん……？,那个，姐姐……？
0000000000000,莉波の妹,その人ってもしかして……,那个人难道是……
0000000000000,莉波,あ、うん、私の――,啊，嗯，是我的——
0000000000000,莉波の妹,彼氏さんだああああああっ！,男朋友啊啊啊啊啊！
0000000000000,莉波,ち、違うよっ！\n{user}くんは私の――,才、才不是啦！\n{user}是我的——
0000000000000,莉波,弟くんだよ。,是弟弟啦。
0000000000000,莉波の妹,…………え？,…………诶？
select,,弟です,是弟弟
select,,プロデューサー\nです,是制作人
0000000000000,莉波の妹,えええええええええっ！？,诶诶诶诶诶诶诶诶诶！？
0000000000000,莉波の妹,……えぇ？,……诶？
info,adv_dear_hrnm_024.txt,,
译者,,,
