id,name,text,trans
0000000000000,{user},お疲れ様でした。雨夜さんは……,辛苦了。雨夜同学她……
0000000000000,{user},合格です。まずまずの結果でしたね。,合格了。算是相当不错的结果呢。
0000000000000,燕,……なんともいえん順位だな。,……真是个微妙的排名啊。
select,,変化の途中\nですから,因为正处于变化过程中
select,,これをどうぞ,请收下这个
select,,後退ですね,这是退步呢
0000000000000,燕,だからと言って、\n負けていい理由にはならん！,但即便如此，\n也不能成为认输的理由！
0000000000000,燕,だが、この経験を必ず糧にしてみせる。,但是，我必定会将这次经验转化为成长的食粮。
0000000000000,燕,私に期待してくれた者たちを、\n失望させないようにな。,绝不能辜负那些\n对我寄予厚望的人们。
0000000000000,燕,さあ、ライブの準備をするぞ！,好了，开始准备演唱会吧！
0000000000000,燕,……は？,……哈？
0000000000000,燕,これは……竹刀か？\nなぜこんなものが控え室にある！？,这是……竹刀吗？\n为什么休息室里会有这种东西！？
0000000000000,{user},雨夜さんはストレスが溜まった時、\n気晴らしに素振りをすると聞きまして。,我听说雨夜同学压力大的时候，\n会通过素振来调节心情。
0000000000000,燕,誰に聞いたのか知らんが、\nそれは家に帰ってからの話だ！,不知你是听谁说的，\n但那都是回家后才会做的事！
0000000000000,燕,控え室で竹刀を振っていたら、\n危険人物扱いされるだろうが！,要是在休息室里挥竹刀，\n会被当成危险人物的啊！
0000000000000,燕,そんなことより、\nライブの準備をするぞ！,比起这个，\n快准备演唱会吧！
0000000000000,燕,……容赦がないな、貴様は。,……你这家伙真是不留情面啊。
0000000000000,{user},でも、ここはまだ途中ですから。,不过，这里还只是中途阶段呢。
0000000000000,燕,貴様の言う通りだ。\n私はまだ終わっていない。,你说得对。\n我还没有结束。
0000000000000,燕,次に勝つためのなにかを、\nつかみかけている。,我正要抓住某些\n能赢得下次胜利的东西。
0000000000000,燕,私は諦めないぞ！\n貴様もついてこい、プロデューサー！,我绝对不会放弃！\n你这家伙也跟上来，制作人！
info,adv_pstory_001_atbm_after-audition-final-normal-03.txt,,
译者,,,
