id,name,text,trans
0000000000000,{user},葛城さん。\n相談していた新曲ができました。,葛城同学。\n之前辅导时提到的新歌已经完成了。
0000000000000,リーリヤ,わぁ……！\n早く聞いてみたいです！,哇……！\n好想快点听听看！
0000000000000,{user},今回の曲は、葛城さんの世界観を\n表現できるように作成しました。,这次的曲子，是为了能表现出\n葛城同学的世界观而创作的。
0000000000000,リーリヤ,わたしの、世界を……？,我的，世界……？
0000000000000,{user},結界系アイドルになるのでしょう？,你是要成为结界系偶像对吧？
0000000000000,リーリヤ,は、はい……！,是、是的……！
0000000000000,{user},この曲は『<r\=ブレイブリー・エリア>葛城結界</r>』の効果を\n増幅するような内容になっています。,这首曲子是能增幅『<r\=布雷夫利·领域>葛城结界</r>』效果的\n内容。
0000000000000,{user},まずは葛城さんの世界観をちゃんと\n表現できているか、確認してください。,首先请确认一下，是否好好地\n表现出了葛城同学的世界观。
0000000000000,リーリヤ,とっても素敵な曲です！,是一首非常棒的曲子！
0000000000000,リーリヤ,わたしの希望通りになってて、\nセンパイはやっぱりすごいです！,完全符合我的期望，\n前辈果然很厉害！
0000000000000,{user},そう言ってもらえてよかった。\n調整を重ねた甲斐がありました。,你能这么说真是太好了。\n反复调整总算有了价值。
0000000000000,リーリヤ,わたしはこの曲を歌って、みんなが\n自分の道を切り拓く勇気を与えます！,我要用这首歌，给予大家\n开拓自己道路的勇气！
0000000000000,リーリヤ,どうやって歌おうかな……,该怎么唱才好呢……
0000000000000,{user},歌い方や振りも大切ですが、\nまずは衣装を考えましょうか。,唱法和舞蹈动作也很重要，\n不过首先来考虑服装吧？
0000000000000,リーリヤ,分かりました！,明白了！
0000000000000,{user},提案ですが、今回の曲で\n髪型を変えてみませんか？,有个提议，这次唱这首歌时\n要不要试着改变一下发型？
0000000000000,リーリヤ,髪型……ですか？,发型……吗？
0000000000000,{user},具体的には、おでこを出してみるのは\nどうでしょう？,具体来说，试着露出额头\n怎么样？
0000000000000,リーリヤ,ええっ！？,诶！？
0000000000000,リーリヤ,そ、それはちょっと……,那、那个有点……
0000000000000,{user},抵抗感がありますか？,有抵抗感吗？
0000000000000,リーリヤ,う……だって、おでこを出したら、\n顔がよく見えちゃいますよね……？,唔……因为，露出额头的话，\n脸就会被看得更清楚了吧……？
0000000000000,リーリヤ,わたしなんか、そこまで可愛いわけ\nでもないのに……,像我这样的人，也没有那么可爱……
0000000000000,{user},つまり、ちょっとは可愛いと？,也就是说，还是有点可爱的咯？
0000000000000,リーリヤ,そ、それは……！,那、那个……！
0000000000000,{user},照れないでください。\n成長している証だと思ったんですよ。,请不要害羞。\n我认为这是成长的证明。
0000000000000,{user},葛城さんが自信を持てるように\nなったのは、喜ばしいことです。,葛城同学能变得有自信了，\n这是值得高兴的事。
0000000000000,リーリヤ,……センパイのせいです。,……都是前辈的功劳。
0000000000000,リーリヤ,おでこを出すことには、\nどういう効果があるんでしょうか……？,露出额头，\n有什么样的效果呢……？
0000000000000,{user},『Atmosphere』は、葛城さんの世界に\n惹き込むための曲ですから、,因为『Atmosphere』是一首将听众\n引入葛城同学世界的曲子，
0000000000000,{user},あなたの顔がよく見えた方がいい。\nきっと、結界の効果が増幅しますよ。,所以你的脸被看得更清楚些比较好。\n结界的威力一定会增强的。
0000000000000,リーリヤ,わ、分かりました……！,我、我明白了……！
0000000000000,リーリヤ,葛城リーリヤ、おでこ、出します！,葛城莉莉娅，要露出额头了！
info,adv_cidol-kllj-3-015_01.txt,,
译者,,,
