id,name,text,trans
0000000000000,{user},おかえりなさい、清夏さん。,欢迎回来，清夏同学。
0000000000000,清夏,――は？\nなに、お帰りって。,——哈？\n什么啊，回来什么的。
0000000000000,清夏,親にでもなったつもり？,你以为你是我父母吗？
0000000000000,{user},す、清夏さん？,清、清夏同学？
0000000000000,清夏,だいたい、Pっちは甘いんだよ。\nいつもあたしのことばっかり考えて。,说到底，P亲你太宠我了啦。\n总是只考虑我的事情。
0000000000000,清夏,そんなんであたしが<r\=なび>靡</r>くと思ったら\n大間違いだから！　……たぶん。,要是以为这样就能让我<r\=なび>顺从</r>的话\n可就大错特错了！……大概。
0000000000000,{user},いきなり素に戻らないでください。,请不要突然变回正经模式。
0000000000000,清夏,わがままになるって、\nこんな感じじゃないの？,所谓的任性，\n不应该是这种感觉吗？
0000000000000,清夏,パパにも嫌いってチャットしといたし。,我还给爸爸发了讨厌你的聊天信息哦。
0000000000000,{user},……それはやめてあげてください。,……请别这么做。
0000000000000,清夏,手毬っちが教室で悪口言った時も、\nフォローしないように我慢したんだ！,手毬亲在教室里说坏话的时候，\n我都忍住没有帮她圆场呢！
0000000000000,{user},……我慢したら、\nわがままじゃないのでは？,……既然忍住了，\n那不就称不上任性了吗？
0000000000000,清夏,えっ！？,诶！？
0000000000000,{user},清夏さんの今の状態を\nなんと呼ぶか知っていますか？,你知道清夏同学现在的状态\n该用什么词形容吗？
0000000000000,{user},迷走です。,迷失方向。
0000000000000,清夏,そ、そんなぁ～！？\n頑張ったのに……,怎、怎么会～！？\n明明这么努力了……
0000000000000,{user},一般的に、わがままになるというのは\n頑張ることではありません。,一般来说，变得任性\n并不是指努力这件事。
0000000000000,清夏,じゃあどうするの！？,那到底要怎么做嘛！？
0000000000000,{user},清夏さんのそれは、生き方の問題です。\n簡単には改善しない。,清夏同学的问题是生活方式的问题。\n不是那么容易改善的。
0000000000000,{user},あなたは他人を恐れている。,你其实是在害怕他人。
0000000000000,清夏,…………！,…………！
0000000000000,{user},恐れる理由は、裏切りたくないから。,之所以感到恐惧，是因为不想背叛。
0000000000000,{user},裏切った時、どういう反応を\nされるのか――<em\=>知っている</em>から。,背叛的时候，会遭到怎样的反应——<em\=>因为我早已知道</em>。
0000000000000,清夏,『N.I.A』優勝でファンが増えたことは\n分かってたつもりなんだけど……,虽然我明白『N.I.A』夺冠后粉丝增加了……
0000000000000,清夏,実感は湧いてなかった。\nあのライブまでは。,但直到那场演唱会之前，\n都没有真实感。
0000000000000,清夏,そっか……,这样啊……
