id,name,text,trans
0000000000000,{user},篠澤さん……調子はいかがですか？,筱泽同学……状态怎么样？
0000000000000,広,ふふ……すこし回復した。もう大丈夫。,呵呵……稍微恢复了一些。已经没事了。
0000000000000,{user},ダメそうですね。\nもう少し休んでいきましょう。,看起来不太行呢。\n再休息一会儿吧。
0000000000000,広,ぶー……せっかくのデートなのに。,呜……明明是难得的约会。
0000000000000,{user},デートではなく息抜きです。\n<r\=セレクション>選抜試験</r>が始まれば、,不是约会而是放松时间。\n<r\=セレクション>选拔考试</r>开始后，
0000000000000,{user},ゆっくりと過ごす時間は、\n取れなくなるでしょう。,就没办法\n悠闲地度过时间了吧。
0000000000000,広,うん、貴重な休日。大切に使おう。,嗯，宝贵的休息日。要好好珍惜。
0000000000000,{user},そういうわけで、休憩しながら\nミーティングをしましょう。,所以呢，我们一边休息\n一边开会吧。
0000000000000,広,……………デート中なのに、\nとんでもないこと言い出した。,……………明明是约会中，\n居然说出这么离谱的话。
0000000000000,{user},息抜きです。,是放松时间。
0000000000000,広,息抜き中でも『ミーティングを\nしましょう』はひどい。,就算是放松时间说『我们来\n开会吧』也太过分了。
0000000000000,広,あなたじゃなかったら、怒ってた、よ。,要不是你的话，我早就生气了。
0000000000000,{user},怒っていなくてよかった。議題ですが、\n十王星南さんについてです。,幸好你没生气。议题是关于\n十王星南同学的。
0000000000000,広,わたしと一緒なのに……別の女の話……,明明和我在一起……却在说别的女生……
0000000000000,{user},ライバルの話です。\nいいですか、広さん。,是在说竞争对手的事。\n可以继续吗，广同学。
0000000000000,{user},『<r\=プリマステラ>一番星</r>』を奪るためには、\n『<r\=プリマステラ>一番星</r>』を倒さなければならない。,要夺取『<r\=プリマステラ>一等星</r>』的称号，\n就必须击败现任的『<r\=プリマステラ>一等星</r>』。
0000000000000,広,わかってる。『<r\=プリマステラ>一番星</r>』十王星南……\n学園で一番、すごいアイドル。,我知道。『<r\=プリマステラ>一等星</r>』十王星南……\n学园里最厉害的偶像。
0000000000000,広,わたしたちは、あのひとに\n挑まなくちゃいけない。,我们必须\n向那个人发起挑战。
0000000000000,{user},彼女の実力……\n目に焼き付いていますか？,她的实力……\n都深深刻在眼里了吗？
0000000000000,広,もちろん。プロデューサーとの\nデートで見聞きしたことは……,当然。和制作人约会时\n听到看到的那些事……
0000000000000,広,一生忘れない、よ。,一辈子都不会忘记的哦。
0000000000000,{user},夏の『H.I.F』を一緒に観たときの\nことですね。デートではなく。,是夏天一起看『H.I.F』的时候呢。\n虽然不算是约会。
0000000000000,{user},初星学園一のアイドルを決める\n夏の祭典。――感想は？,决定初星学园第一偶像的\n夏日祭典。——感想如何？
0000000000000,広,星南も……佑芽も……咲季も……\nみんなみんなすごかった。,星南同学也……佑芽也……咲季也……\n大家都好厉害。
0000000000000,広,とっても……悔しかった、な。,真的……好不甘心啊。
0000000000000,広,どうしてわたしは、\n客席にいるんだろう……って。,为什么我会\n坐在观众席上呢……这样想着。
0000000000000,広,どうしてあのステージに、わたしは\n立っていないんだろう……って。,为什么那个舞台上\n没有我的身影呢……这样想着。
0000000000000,{user},実力が足りなくて、<r\=セレクション>選抜試験</r>を\n受けなかったからでしょう。,因为实力不足\n所以没参加<r\=セレクション>选拔考试</r>的缘故吧。
0000000000000,広,その通り。だから……次こそは。\n<r\=セレクション>選抜試験</r>を突破して、本戦に出る。,正是如此。所以……下次一定要。\n通过<r\=セレクション>选拔考试</r>，登上正式舞台。
0000000000000,広,すごいアイドルたちと競い合って、\nわたしが勝つ。,和厉害的偶像们同台竞技，\n然后由我获胜。
0000000000000,広,一番すごかった……星南にも。,最厉害的……还是星南同学。
0000000000000,{user},彼女は歴代『<r\=プリマステラ>一番星</r>』の中でも、\n有数の実力者です。,她在历代『<r\=プリマステラ>一等星</r>』中\n也是名列前茅的实力者。
0000000000000,{user},まずは、必ず出場してくるであろう\n彼女に勝つ算段を付けましょう。,首先，必须制定出能战胜\n必定会出场的她的策略。
0000000000000,広,学園一のアイドルを、目印にして進む。\nおこがましいけど……妥当な考え。,以学园第一偶像为目标前进。\n虽然有点不自量力……但很合理。
0000000000000,広,問題は……わたしの\n勝率が0パーセントなこと。,问题是……我的\n胜率是0%。
0000000000000,広,0を1にするのは……\nとても、とても難しい。,把0变成1……\n真的非常非常困难。
0000000000000,広,ふふ、打開策、なにも思いつかない……\nプロデューサーには、考えがある？,呵呵，完全想不到突破的方法……\n制作人有什么想法吗？
0000000000000,{user},もちろん、たくさんありますよ。,当然，有很多哦。
0000000000000,広,おぉ……さすが。頼もしい。,噢……不愧是您。真可靠。
0000000000000,広,なら、それ、やれるだけ、やろう。\n効果がありそうなものから、順番に。,那就尽量都试试吧。\n从看起来最有效果的开始按顺序来。
0000000000000,広,作戦その1は、なに？,作战计划1是什么？
0000000000000,{user},十王星南さんご本人から、\nアドバイスをいただきましょう。,请十王星南同学本人\n给我们一些建议吧。
0000000000000,広,えー……あなたを倒したいので、\n俺の広ちゃんに助言してよって言うの？,诶……因为想打败你，\n所以要让我的小广来请教你？
0000000000000,{user},後輩であるあなたの頼みなら、\n快く本気の助言をくれるはず。,如果是身为学妹的你开口请求，\n她应该会欣然给出真心的建议。
0000000000000,広,一瞬呆れちゃったけど……確かに、\n星南ならそう言うかも。,虽然刚才有点吃惊……不过确实，\n像是星南会说的话呢。
0000000000000,{user},面識があるんですか？,你们认识吗？
0000000000000,広,うん。プロデューサーと出逢ってから、\nちょっと経ったくらいのころ……,嗯。是在遇见制作人之后不久的事……
0000000000000,広,はじめまして、十王星南会長。,初次见面，十王星南会长。
0000000000000,星南,あら、はじめまして――篠澤広さん。\n星南でいいわ。なにか御用かしら？,哎呀，初次见面——筱泽广同学。\n叫我星南就好。有什么事吗？
0000000000000,広,じゃあ星南って呼ぶ。\nあなたも、広って呼んで。,那我就叫你星南。\n你也直接叫我广吧。
0000000000000,広,星南は、アイドルの才能や実力を\n見抜けるって聞いた。本当？,听说星南能看穿偶像的才能和实力？\n是真的吗？
0000000000000,星南,ええ、本当よ。誰から聞いたの？,嗯，是真的哦。听谁说的？
0000000000000,広,学園長のおじいちゃん。,学园长的爷爷。
0000000000000,星南,そ、そう。,这、这样啊。
0000000000000,広,わたしのアイドルとしての才能と\n実力も、見える？,那你能看出我作为偶像的才能\n和实力吗？
0000000000000,星南,もちろん。あなたの現時点での実力と、\n<r\=ポテンシャル>潜在能力</r>、どちらも視えるわ。,当然。你目前的实力和\n<r\=ポテンシャル>潜在能力</r>，我都能看见。
0000000000000,星南,篠澤広のアイドルパワーは、そうね、\n<r\=ポテンシャル>潜在能力</r>を加味すると数値にして――,筱泽广的偶像力量嘛，\n算上<r\=ポテンシャル>潜在能力</r>的话数值大约是——
0000000000000,広,<r\=ポテンシャル>潜在能力</r>には興味がない。\nいまの実力だけを視てほしい。,我对<r\=ポテンシャル>潜在能力</r>没兴趣。\n只想看现在的实力。
0000000000000,星南,それなら、<r\=ポテンシャル>潜在能力</r>を加味しない、\nあなたのアイドルパワーは――,这样的话，不算<r\=ポテンシャル>潜在能力</r>，\n你的偶像力量是——
0000000000000,星南,4よ。,4哦。
0000000000000,広,4。,4。
0000000000000,星南,4よ……,4呢……
0000000000000,広,ふふ……低いっぽいのはわかった。,呵呵……看来数值确实偏低呢。
0000000000000,広,おじいちゃんからのアドバイス、\nやってみていい？,要试试爷爷教我的方法吗？
0000000000000,星南,え？　ええ……どうぞ？,咦？好、好的……请便？
0000000000000,広,じゃあ、そのまま見ててね……,那么，请保持这个姿势看着哦……
0000000000000,広,はああああああ……………………,哈啊啊啊啊啊……………………
0000000000000,星南,なっ……アイドルパワーが\n上昇しているですって……？,怎、怎么会……偶像能量\n正在急速上升中……？
0000000000000,星南,10、20、40……そ、そんな……\nまだ上がるというの……？,10、20、40……不、不会吧……\n还在持续攀升……？
0000000000000,広,――はぁっ。ふぅぅ～……どう？　\nわたしの数値、いくつになった？,——哈啊。呼～……怎么样？\n我的数值涨到多少了？
0000000000000,星南,驚いた……400まで上がったわ。,难以置信……竟然突破400了。
0000000000000,星南,アイドルパワーを……\nコントロールするなんて……,居然能随心所欲地……\n操控偶像能量……
0000000000000,星南,広……あなた、いったい何者？,小广……你到底是什么人？
0000000000000,広,ふっ。,哼。
0000000000000,広,趣味でアイドルをやっている者だ、よ。,只是个把偶像当兴趣的普通人，啦。
0000000000000,{user},……妄想かなにかの話ですか？,……你是在说妄想之类的情节吗？
0000000000000,広,現実にあったほんとうの話。\nわたしと星南の出会い。,是真实发生过的故事。\n我和星南同学的相遇。
0000000000000,広,星南は、わたしにとって……\nゆかいな先輩。,星南同学对我来说……\n是个有趣的学姐。
0000000000000,広,ノリがよくて、すき。,很喜欢她那种开朗的性子。
info,adv_dear_shro_022.txt,,
译者,,,
