id,name,text,trans
0000000000000,一同,千奈ちゃん！,小千奈！
0000000000000,一同,当選おめでと～～～～～～～～♪,恭喜当选～～～～～～～～♪
0000000000000,千奈,ありがとうございます、皆さまっ。,非常感谢大家。
0000000000000,美鈴,終わってみれば順当な結果でしたね。,回想起来，这结果是理所当然的呢。
0000000000000,星南,フフ……そうね。\n投票日前日の段階で、きっと、もう……,呵呵……是啊。\n投票日的前一天，肯定，就已经……
0000000000000,星南,私の応援ライブでは、\n巻き返せない差が付いていた。,在我的应援演唱会时，\n就已经拉开了无法逆转的差距。
0000000000000,燕,……ダメ押しを幾重にも重ねたような\n圧倒的な勝利だったな。,……就像是层层加码、\n压倒性的胜利啊。
0000000000000,燕,<em\=>倉本千奈が次期生徒会長になるのは</em>\n<em\=>運命だった</em>――そんな気さえしてくる。,<em\=>仓本千奈成为下任学生会长</em>\n<em\=>是命中注定</em>——甚至让人产生这样的感觉。
0000000000000,千奈,応援ライブをしてくださった……\n頼れる仲間たちのおかげですわ。,多亏了为我举办应援演唱会的……\n可靠的伙伴们。
0000000000000,千奈,よきタイミングでテレビ出演の仕事を\n増やしてくれた、先生のおかげですわ。,多亏了老师，在恰好的时机\n为我增加了电视出演的工作。
0000000000000,千奈,倉本グループからの必要以上の干渉を\n防いでくれた、香名江のおかげですわ。,多亏了香名江，防止了仓本集团的过度干涉。
0000000000000,千奈,わたくしひとりでは、到底、このような\n結果にはなりませんでしたわ。,仅凭我一个人，是绝对无法\n取得这样的结果的。
0000000000000,千奈,あらためてお礼を申し上げます。\n皆さま――ありがとうございました。,请允许我再次致谢。\n各位——非常感谢。
0000000000000,佑芽,どういたしまして。\nだけどね、千奈ちゃん。,不客气。\n不过呢，小千奈。
0000000000000,佑芽,星南先輩にひとりで挑んだ\n千奈ちゃんは、,独自一人挑战星南前辈的\n小千奈，
0000000000000,佑芽,すっ～～～～～ごく、素敵だった！\n『<r\=プリマステラ>一番星</r>』にだって、負けてなかった！,超～～～～～～级棒的！\n就算和『<r\=プリマステラ>一等星</r>』相比也毫不逊色！
0000000000000,佑芽,あたしは、そう思うな。,我是这么认为的。
0000000000000,千奈,花海さん……,花海同学……
0000000000000,燕,会長……貴様が負け惜しみめいたことを\n抜かすから、,会长……都怪你说了些像是输不起的话，
0000000000000,燕,花海にフォローされているじゃないか。\nまったく……恥をしれ、恥を。,才让花海来打圆场不是吗。\n真是……知耻吧，知耻。
0000000000000,星南,ま、負け惜しみなんて言ってないわ。,哼，我才不是在嘴硬呢。
0000000000000,星南,ただ、まぁ、そうね。認めましょう。,不过嘛，嗯……好吧。我承认。
0000000000000,星南,――いいライブだった。見事よ。,——真是场精彩的演出。非常出色。
0000000000000,千奈,星南お姉さま……！,星南姐姐……！
0000000000000,星南,フフ……あなたが有利な状況だった\nとはいえ……,呵呵……虽说你确实占据了有利的局面……
0000000000000,星南,私に負けないくらい、ステージを\n盛り上げていたわね、千奈。,但你的舞台感染力，已经不输给我了呢，千奈。
0000000000000,美鈴,まあ……皆さん、聞きましたか？\nこれが『<r\=プリマステラ>一番星</r>』の負け惜しみですよ。,啊呀……大家都听到了吗？\n这就是『<r\=プリマステラ>一等星</r>』的嘴硬哦。
0000000000000,星南,クッ……！,唔……！
0000000000000,莉波,まあまあ……会長。\nお祝いの場ですから。,好了好了……会长。\n这可是庆祝的场合啊。
0000000000000,星南,そうね……こほん。ええと……\n倉本千奈さん。,说得对……咳咳。那个……\n仓本千奈同学。
0000000000000,千奈,はい。,是。
0000000000000,星南,あなたと、その仲間たちに……\n生徒会を託すわ。,我决定把学生会……\n托付给你和你的伙伴们。
0000000000000,星南,初星学園を、お願いね。,初星学园，就拜托你们了。
0000000000000,千奈,はい……！,是……！
0000000000000,燕,倉本。貴様はいい生徒会長に\nなるだろう。がんばれよ。,仓本。你一定能成为一位优秀的学生会长吧。加油。
0000000000000,燕,――貴様らも。会長を支えてやれ、\n私のようにな。,——你们几个也是。要好好支持会长，\n就像我一样。
0000000000000,美鈴,……わたしなりに。,……以我自己的方式。
0000000000000,広,やってみる。,我会努力的。
0000000000000,佑芽,お任せくださいっ！,请交给我们吧！
0000000000000,莉波,私、思うんだ。,我是这样想的。
0000000000000,莉波,生徒会室の雰囲気は、そのまま……\n学園全体の雰囲気になるんだって。,学生会的氛围，会直接……\n影响到整个学园的氛围呢。
