id,name,text,trans
0000000000000,星南,確認するけれど、佑芽の悩みは……,虽然要确认一下，但佑芽的烦恼是……
0000000000000,星南,プロデューサーに、\n可愛く見られたい……,想让制作人\n觉得我可爱……
0000000000000,星南,と、いうことでいいのよね？,这样表达可以吧？
0000000000000,佑芽,はいっ！　なんだか、ちゃんと言葉に\nすると……恥ずかしいですけど。,嗯！总觉得…用语言明确说出来…\n好害羞啊。
0000000000000,美鈴,ちっとも恥ずかしいことでは\nありませんよ。,完全不需要觉得害羞哦。
0000000000000,美鈴,親しいひとに、望んだように\n自分を見てもらいたい……,希望亲近的人\n能用自己期待的眼光看待自己……
0000000000000,美鈴,当たり前の気持ちだと思います。,我觉得这是很自然的想法。
0000000000000,星南,そうよね。,没错呢。
0000000000000,佑芽,えへへ……ありがとう美鈴ちゃん、\n星南先輩。,嘿嘿…谢谢美铃同学、\n星南学姐。
0000000000000,佑芽,回答、よろしくお願いします！,请回答我的问题！
0000000000000,星南,――私なら、本人に直接要求するわ。\nなぜならもっとも確実だから。,如果是我，会直接向本人提出要求。\n因为这是最可靠的方法。
0000000000000,佑芽,おおっ……えっと、こんな感じかな。,噢…呃，大概是这样吧？
0000000000000,佑芽,プロデューサーさん♡　\nあのですね……お願いがあって……,制作人先生♡\n那个…我有件事想拜托你…
0000000000000,佑芽,プロデューサーさんに、あたしのこと、\n可愛いって思ってもらいたいんです！,希望制作人先生\n能觉得我很可爱！
0000000000000,佑芽,は、恥ずかしいですよぉ～～～～～～！,啊～太害羞啦～～～～～！
0000000000000,星南,そ、そう？　なら、おしゃれな\n『言い換え』をしてみるのはどう？,这、这样吗？那要不要试试\n用更时尚的『说法』来表达？
0000000000000,星南,たとえば……ごにょごにょ……\n……こんな感じでどうかしら。,比如说…咕哝咕哝…\n…这样的表达方式如何？
0000000000000,佑芽,えっと……考えてみますね……,呃…我会考虑看看的…
0000000000000,佑芽,プロデューサーさんっ！　\nあのあのっ――,制作人先生！\n那个那个——
0000000000000,佑芽,あたしのモノになってくださ～いっ♡,请成为我的人吧～♡
0000000000000,佑芽,えっちすぎますぅ～～～～～～～っ！？,太、太下流了啦～～～～～～～！？
0000000000000,美鈴,まあ、星南会長。いけませんよ、\n小声とはいえ、そのような……,哎呀，星南会长。这样不行哦，\n虽说小声但那种话还是……
0000000000000,星南,あなたたちのスカウトに成功した、\n十王星南の決め台詞なのだけれど！？,这可是成功发掘你们时，\n十王星南的决胜台词啊！？
0000000000000,星南,そこまで言うなら、美鈴……\nあなたの回答を聞かせて頂戴。,既然说到这个份上，美铃……\n就让我听听你的答案吧。
0000000000000,美鈴,いいですとも。相手の心を動かすには、\n会話だけでは足りません。,当然可以。要打动对方的心，\n仅靠对话是不够的。
0000000000000,美鈴,大切なのは……行動です。\nそうではありませんか？,最重要的是……行动。\n难道不是吗？
0000000000000,佑芽,おお～……さすが美鈴ちゃん！,噢～……真不愧是美铃同学！
0000000000000,星南,一理あるわね。具体的には？,有道理呢。具体要怎么做？
0000000000000,美鈴,まあ、『<r\=プリマステラ>一番星</r>』ともあろうものが。\nそんなことをおっしゃるなんて。,哎呀，身为『<r\=プリマステラ>一等星</r>』的您\n居然会说出这种话。
0000000000000,美鈴,人の心を動かし、<em\=>思いのまま</em>にするのは\n……わたしたちアイドルにとって、,撼动人心，<em=随心所欲>地操控情感\n……对我们偶像来说，
0000000000000,美鈴,もっとも得意なこと、でしょう？,正是最擅长的事，不是吗？
0000000000000,星南,引っかかるニュアンスだけれど……\n意図はわかったわ。,虽然有些微妙的违和感……\n但我明白你的意图了。
0000000000000,星南,……ちょうどいいかもしれない。,……或许正好合适。
0000000000000,星南,あなたと美鈴に、提案しようと\n思っていたの。,我正打算向你和美铃\n提出个建议。
0000000000000,星南,アイドル活動を続けるのなら、この先、\n一夜限りのユニットを組む――,如果要继续偶像活动，今后\n肯定会遇到临时组队的情况——
0000000000000,星南,そんな状況が必ずあるわ。そんな時、\nユニットでのステージ経験が……,这种时候，如果缺乏\n组合演出经验的话……
0000000000000,星南,少なかったら心もとないでしょう？　\n場数と経験を積んでおいた方がいい。,会很不安吧？还是多积累\n实战经验比较好。
0000000000000,星南,プロデューサーを観客にして、\nこの3人でミニライブをしてみない？,要不要让制作人当观众，\n我们三人来场迷你演唱会？
0000000000000,美鈴,まあ、わたしもですか？,哎呀，连我也要参加吗？
0000000000000,星南,ええ、ユニット活動の経験は、\n私よりも上でしょう？,没错，在组合活动经验方面，\n您应该比我更丰富吧？
0000000000000,美鈴,……わかりました。佑芽さんのため\nなら、ぜひ、一肌脱がせてください。,……我明白了。如果是为了佑芽同学，\n请务必让我也出一份力。
0000000000000,星南,決まりね。さあ、佑芽！　この3人で\n歌いたい曲がたくさんあるの！,就这么定了。来吧佑芽！我们三个人\n有好多想一起唱的歌呢！
0000000000000,星南,フフ……今後も恒例の\nイベントにしたいわね。,呵呵……今后就把这\n办成固定活动吧。
0000000000000,佑芽,星南先輩――……美鈴ちゃん。,星南学姐——……美铃同学。
0000000000000,美鈴,まあ、星南会長。,哎呀，星南会长。
0000000000000,美鈴,佑芽さんのお返事を聞く前に、\nどんどん進めてしまっては……,在听到佑芽同学的答复之前，\n就这样擅自推进的话……
0000000000000,星南,そ、そうね。ごめんなさい。\nどうかしら――佑芽。,说、说得对。抱歉。\n你觉得呢——佑芽？
0000000000000,佑芽,もちろんやります！　\nやらせてください！,当然要参加！\n请务必让我加入！
0000000000000,佑芽,あの……あたし、生徒会に入って\nよかったです。,那个……我真的很庆幸\n能加入学生会。
0000000000000,佑芽,ふたりと一緒で――よかったです。,能和你们两个一起——真是太好了。
0000000000000,星南,もう……どうしたの、突然、改まって。,真是的……怎么了，突然这么正经。
0000000000000,佑芽,わかりません！　なんだか――\n急に感謝したくなったんです！,我也不知道！就是突然——\n很想表达感谢！
0000000000000,佑芽,星南先輩！　美鈴ちゃん！　\nあたしたち、ソロアイドルですけど――,星南学姐！美铃同学！\n虽然我们都是单人偶像——
0000000000000,佑芽,たくさんライブをしましょうね！　\nこの3人で！！！,但我们要一起办很多演唱会哦！\n就我们三个人！！！
0000000000000,佑芽,――と、いうことがあったんですっ！,——事情就是这样！
0000000000000,{user},素晴らしい提案ですね。\n反対する理由などない。,真是绝妙的提议。\n没有理由反对。
0000000000000,{user},ぜひ恒例にしましょう、その\nとんでもないメンバーでのライブを。,一定要把这个固定下来，\n和这群不得了的成员一起开演唱会。
0000000000000,佑芽,はいっ！　予感があるんです……\nこの3人で歌えば、あたしは……,是！我有预感……\n只要我们三个人一起唱歌，我就能……
0000000000000,佑芽,もっともっともぉ～～っと、\n強く可愛くなれるって。,变得更强更可爱～～～！
0000000000000,{user},同感です。しかし佑芽さん、\nよかったんですか？,我也有同感。不过佑芽同学，\n这样真的可以吗？
0000000000000,{user},最初から最後まで、事情をすべて話して\nしまって。,从最开始到最后，把所有情况都交代\n清楚了。
0000000000000,佑芽,えっ？　あっ……,咦？啊……
0000000000000,佑芽,あぁ～～………………………………,啊～～………………………………
0000000000000,佑芽,わ、笑わないでくださいよぉ～～～～！,别、别笑话我啦～～～～！
info,adv_cidol-hume-3-012_03.txt,,
译者,,,
