id,name,text,trans
0000000000000,莉波,そんなわけでー。3年生のみんなで、\n天川市の遊園地に来ましたっ！,于是乎——\n我们三年级的全体成员\n来到了天川市的游乐园！
0000000000000,莉波,この遊園地、初星学園の学生には、\nけっこう馴染み深い場所です。,这个游乐园\n对初星学园的学生来说\n是个相当熟悉的地方呢
0000000000000,星南,イベントやライブなんかで、\nよくお世話になるわね。,举办活动和演唱会的时候\n经常承蒙关照呢
0000000000000,燕,有村、ジェットコースターがあるぞ。,有村，那边有云霄飞车哦
0000000000000,麻央,ふふ、いいね。\nボク、絶叫系は結構得意だよ。,呵呵，不错嘛\n我对尖叫系设施还挺拿手的
0000000000000,莉波,ええっと、ジェットコースターは、\n後にしたほうが……,那个…云霄飞车\n还是晚点再坐比较……
0000000000000,星南,そうね。最初は、\nおとなしめの乗り物にしましょう。,说得对呢\n先从温和的游乐设施开始玩吧
0000000000000,莉波,メリーゴーランド、ひさしぶりだなぁ。,旋转木马啊\n真是好久没坐了呢
0000000000000,麻央,ボクはこの白馬にするよ。\nどうだい、莉波？,我要选这匹白马\n怎么样啊，莉波？
0000000000000,莉波,麻央、カッコイイよ！,麻央同学好帅气！
0000000000000,麻央,ふふ……莉波姫、城までお連れします。\nボクの腰につかまってください。,呵呵…莉波公主\n这就带您前往城堡\n请抓紧我的腰
0000000000000,莉波,はい、王子様。,好的，王子殿下
0000000000000,星南,実家の馬より、少し小さいのね。\nどれにしようかしら……,比老家养的马\n稍微小一点呢\n该选哪匹好呢……
0000000000000,燕,乗馬の心得なら、私もあるぞ。\nどちらが速いか、勝負するか？,要论骑术的话\n我也是很有心得的哦\n要不要比试谁更快？
0000000000000,星南,フフ、負けないわよ。,呵呵，我可不会输哦
0000000000000,莉波,どの馬もスピードは変わらないよー……,所有木马的速度\n明明都是一样的啦……
0000000000000,麻央,わーーーーーーーーーっ！,哇——————！
0000000000000,星南,きゃーーーーーーーーっ！,呀——————！
0000000000000,莉波,ふわぁ～～～～～～～っ！,呜哇～～～～～～！
0000000000000,燕,おおおおおおおおおおっ！？,噢噢噢噢噢噢噢！？
0000000000000,星南,んー、ジェットコースター、\n楽しかったわね！,嗯——过山车，\n玩得真开心呢！
0000000000000,莉波,落ちるとき、星南会長の手、\n握っちゃいました……恥ずかしい。,下落的时候，不小心\n握住了星南会长的手……好害羞。
0000000000000,麻央,ボクはずっと両手離しだったよ。,我可是全程都放开双手的哦。
0000000000000,燕,有村は目を閉じていただろう。\nちゃんと見ていたぞ。,有村同学当时闭着眼睛吧。\n我可是全程都睁眼看着呢。
0000000000000,麻央,と、閉じてないよ……\nちゃんと薄目を開けてたからね。,才、才没闭眼呢……\n人家明明有微微睁开一条缝的。
0000000000000,莉波,なんだか、時間、\nあっというまに過ぎちゃうね。,总觉得时间\n一下子就过去了呢。
0000000000000,燕,次は何に乗る？,接下来要玩什么？
0000000000000,星南,夕方から、遊園地の敷地を使った、\n謎解きゲームがあるそうよ。,听说傍晚开始会有利用游乐园场地\n举办的解谜游戏哦。
